Date,Open,High,Low,Close,Volume
2025-08-22,222.79,229.14,220.82,228.84,37320000
2025-08-21,222.65,222.78,220.5,221.95,32140000
2025-08-20,227.12,227.27,220.91,223.81,36600000
2025-08-19,230.09,230.53,227.12,228.01,29890000
2025-08-18,230.23,231.91,228.33,231.49,25250000
2025-08-15,232.58,234.08,229.81,231.03,39650000
2025-08-14,227.4,233.11,227.02,230.98,61550000
2025-08-13,222.0,224.92,222.0,224.56,36510000
2025-08-12,222.23,223.5,219.05,221.47,37250000
2025-08-11,221.78,223.05,220.4,221.3,31650000
2025-08-08,223.14,223.8,221.88,222.69,32970000
2025-08-07,221.0,226.22,220.82,223.13,40600000
2025-08-06,214.7,222.65,213.74,222.31,54820000
2025-08-05,213.05,216.3,212.87,213.75,51510000
2025-08-04,217.4,217.44,211.42,211.65,77890000
2025-08-01,217.21,220.44,212.8,214.75,122260000
2025-07-31,235.77,236.53,231.4,234.11,104360000
2025-07-30,231.64,231.8,229.29,230.19,32990000
2025-07-29,234.15,234.72,230.31,231.01,33720000
2025-07-28,233.35,234.29,232.25,232.79,26300000
2025-07-25,232.22,232.48,231.18,231.44,28710000
2025-07-24,229.17,236.0,228.64,232.23,42900000
2025-07-23,228.47,228.79,227.09,228.29,28290000
2025-07-22,229.68,230.0,226.35,227.47,37480000
2025-07-21,225.84,229.69,225.65,229.3,40300000
2025-07-18,225.14,226.4,222.98,226.13,37830000
2025-07-17,223.32,224.5,222.51,223.88,31860000
2025-07-16,225.88,226.1,222.18,223.19,39540000
2025-07-15,226.2,227.27,225.46,226.35,34910000
2025-07-14,225.07,226.66,224.24,225.69,35700000
2025-07-11,223.58,226.68,222.37,225.02,50520000
2025-07-10,221.55,222.79,219.7,222.26,30370000
2025-07-09,221.07,224.29,220.47,222.54,38160000
2025-07-08,223.91,224.0,218.43,219.36,45690000
2025-07-07,223.0,224.29,222.37,223.47,36600000
2025-07-03,221.82,224.01,221.36,223.41,29630000
2025-07-02,219.73,221.6,219.06,219.92,30890000
2025-07-01,219.5,221.88,217.93,220.46,39260000
2025-06-30,223.52,223.82,219.12,219.39,58890000
2025-06-27,219.92,223.3,216.74,223.3,119220000
2025-06-26,213.12,218.04,212.01,217.12,50480000
2025-06-25,214.62,216.03,211.11,211.99,31760000
2025-06-24,212.13,214.34,211.04,212.77,38380000
2025-06-23,209.79,210.39,207.31,208.47,37310000
2025-06-20,214.68,214.89,208.27,209.69,75350000
2025-06-18,215.09,217.96,212.34,212.52,44360000
2025-06-17,215.2,217.41,214.56,214.82,32090000
2025-06-16,212.31,217.06,211.6,216.1,33280000
2025-06-13,209.96,214.05,209.62,212.1,29340000
2025-06-12,211.78,213.58,211.33,213.24,27640000
2025-06-11,217.41,218.4,212.89,213.2,39330000
2025-06-10,216.78,217.69,214.15,217.61,31300000
2025-06-09,214.75,217.85,212.88,216.98,38100000
2025-06-06,212.4,213.87,210.5,213.57,39830000
2025-06-05,209.55,212.81,207.56,207.91,51980000
2025-06-04,206.55,208.18,205.18,207.23,29920000
2025-06-03,207.1,208.95,205.03,205.71,33140000
2025-06-02,204.98,207.0,202.68,206.65,29110000
2025-05-30,204.84,205.99,201.7,205.01,51680000
2025-05-29,208.02,208.81,204.23,205.7,34700000
2025-05-28,205.91,207.66,204.41,204.72,28550000
2025-05-27,203.09,206.69,202.19,206.02,34890000
2025-05-23,198.9,202.37,197.85,200.99,33390000
2025-05-22,201.38,205.76,200.16,203.1,38940000
2025-05-21,201.61,203.46,200.06,201.12,42460000
2025-05-20,204.63,205.59,202.65,204.07,29470000
2025-05-19,201.65,206.62,201.26,206.16,34310000
2025-05-16,206.85,206.85,204.37,205.59,43320000
2025-05-15,206.45,206.88,202.67,205.17,64349999
2025-05-14,211.45,211.93,208.85,210.25,38490000
2025-05-13,211.08,214.84,210.1,211.37,56190000
2025-05-12,210.71,211.66,205.75,208.64,75210000
2025-05-09,193.38,194.69,191.16,193.06,29660000
2025-05-08,191.43,194.33,188.82,192.08,41040000
2025-05-07,185.56,190.99,185.01,188.71,44000000
2025-05-06,184.57,187.93,183.85,185.01,29310000
2025-05-05,186.51,188.18,185.53,186.35,35220000
2025-05-02,191.43,192.88,186.4,189.98,77900000
2025-05-01,190.63,191.81,187.5,190.2,74270000
2025-04-30,182.17,185.05,178.85,184.42,55180000
2025-04-29,183.99,188.02,183.68,187.39,41670000
2025-04-28,190.1,190.22,184.88,187.7,33220000
2025-04-25,187.62,189.94,185.49,188.99,36410000
2025-04-24,180.91,186.74,180.18,186.54,43760000
2025-04-23,183.45,187.38,180.19,180.6,63470000
2025-04-22,169.85,176.78,169.35,173.18,56610000
2025-04-21,169.6,169.6,165.29,167.32,48130000
2025-04-17,176.0,176.21,172.0,172.61,44730000
2025-04-16,176.29,179.1,171.41,174.33,51880000
2025-04-15,181.41,182.35,177.93,179.59,43640000
2025-04-14,186.84,187.44,179.23,182.12,48000000
2025-04-11,179.93,185.86,178.0,184.87,50590000
2025-04-10,185.44,186.87,175.85,181.22,68300000
2025-04-09,172.12,192.65,169.93,191.1,116800000
2025-04-08,185.23,185.9,168.57,170.66,87710000
2025-04-07,162.0,183.41,161.38,175.26,109330000
2025-04-04,167.15,178.14,166.0,171.0,123160000
2025-04-03,182.99,184.13,176.92,178.41,95550000
2025-04-02,187.66,198.34,187.66,196.01,53680000
2025-04-01,187.86,193.93,187.2,192.17,41270000
2025-03-31,188.19,191.33,184.4,190.26,63550000
2025-03-28,198.42,199.26,191.88,192.72,52550000
2025-03-27,200.89,203.79,199.28,201.36,27320000
2025-03-26,205.84,206.01,199.93,201.13,32990000
2025-03-25,203.6,206.21,203.22,205.71,31170000
2025-03-24,200.0,203.64,199.95,203.26,41630000
2025-03-21,192.9,196.99,192.52,196.21,60060000
2025-03-20,193.07,199.32,192.3,194.95,38920000
2025-03-19,193.38,195.96,191.96,195.54,39440000
2025-03-18,192.52,194.0,189.38,192.82,40410000
2025-03-17,198.77,199.0,194.32,195.74,47340000
2025-03-14,197.41,198.65,195.32,197.95,38100000
2025-03-13,198.16,198.88,191.82,193.89,41270000
2025-03-12,200.72,201.52,195.29,198.89,43680000
2025-03-11,193.9,200.18,193.4,196.59,54000000
2025-03-10,195.6,196.73,190.85,194.54,62350000
2025-03-07,199.49,202.27,192.53,199.25,59800000
2025-03-06,204.4,205.77,198.3,200.7,49860000
2025-03-05,204.8,209.98,203.26,208.36,38610000
2025-03-04,200.11,206.8,197.43,203.8,60850000
2025-03-03,213.35,214.01,202.55,205.02,42950000
2025-02-28,208.65,212.62,206.99,212.28,51770000
2025-02-27,218.35,219.97,208.37,208.74,40550000
2025-02-26,214.94,218.16,213.09,214.35,39120000
2025-02-25,211.63,213.34,204.16,212.8,58960000
2025-02-24,217.45,217.71,212.42,212.71,42390000
2025-02-21,223.28,223.31,214.74,216.58,55320000
2025-02-20,224.77,225.13,221.81,222.88,30000000
2025-02-19,225.52,226.83,223.71,226.63,28570000
2025-02-18,228.82,229.3,223.72,226.65,42980000
2025-02-14,229.2,229.89,227.23,228.68,27030000
2025-02-13,228.85,230.42,227.52,230.37,31350000
2025-02-12,230.46,231.18,228.16,228.93,32290000
2025-02-11,231.92,233.44,230.13,232.76,23710000
2025-02-10,230.54,233.92,229.2,233.14,35420000
2025-02-07,232.5,234.81,228.06,229.15,77540000
2025-02-06,238.01,239.66,236.01,238.83,60900000
2025-02-05,237.02,238.32,235.2,236.17,38830000
2025-02-04,239.01,242.52,238.03,242.06,29710000
2025-02-03,234.06,239.25,232.9,237.42,37290000
2025-01-31,236.5,240.29,236.41,237.68,36160000
2025-01-30,237.14,237.95,232.22,234.64,32020000
2025-01-29,239.01,240.39,236.15,237.07,26090000
2025-01-28,234.29,241.77,233.98,238.15,41590000
2025-01-27,226.21,235.61,225.86,235.42,49430000
2025-01-24,234.5,236.4,232.93,234.85,25890000
2025-01-23,234.1,235.52,231.51,235.42,26400000
2025-01-22,232.02,235.44,231.19,235.01,41450000
2025-01-21,228.9,231.78,226.94,230.71,39950000
2025-01-17,225.84,226.51,223.08,225.94,42370000
2025-01-16,224.42,224.65,220.31,220.66,24760000
2025-01-15,222.83,223.57,220.75,223.35,31290000
2025-01-14,220.44,221.82,216.2,217.76,24710000
2025-01-13,218.06,219.4,216.47,218.46,27260000
2025-01-10,221.46,221.71,216.5,218.94,36810000
2025-01-08,223.18,223.52,220.2,222.13,25030000
2025-01-07,227.9,228.38,221.46,222.11,28080000
2025-01-06,226.78,228.84,224.84,227.61,31850000
2025-01-03,222.51,225.36,221.62,224.19,27520000
2025-01-02,222.03,225.15,218.19,220.22,33960000
